property_id,city,area,property_type,purpose,bedrooms,bathrooms,size_sqft,area_sqft_normalized,price_pkr,price_formatted,developer,has_installment_plan,description,source_url,amenities,qa_flags
KAR-0148,Karachi,DHA Phase 8 - Zone A,House,Sale,7,6,4500,4500.0,175000000,17.50 crore,DHA,False,"2 Unit Ultra Luxury Bungalow For Sale In DHA West Open. in DHA Phase 8 - Zone A, DHA Phase 8 · 7 bed · 6 bath · 500 Sq. Yd.",https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_a_2_unit_ultra_luxury_bungalow_for_sale_in_dha_west_open-54677878-6677-1.html,,
KAR-0149,Karachi,Bukhari Commercial Area,Commercial,Sale,2,3,900,900.0,31500000,3.15 crore,DHA,False,"FOR SALE: RECENTLY RENOVATED 900 SQ FT 2-BED LUXURY APARTMENT (1ST FLOOR) BUKHARI COMMERCIAL, DHA PHASE 6, KARACHI in Bukhari Commercial Area, DHA Phase 6 · 2 bed · 3 bath · 100 Sq. Yd.",https://www.zameen.com/Property/dha_phase_6_bukhari_commercial_area_for_sale_recently_renovated_900_sq_ft_2-bed_luxury_apartment_1st_floor_bukhari_commercial_dha_phase_6_karachi-54704466-6674-1.html,,
KAR-0150,Karachi,DHA Phase 7 Extension,House,Sale,4,5,900,900.0,75000000,7.50 crore,DHA,False,"ARCHITECTURAL MASTERPIECE 4-BEDROOM LUXURY HOUSE FOR SALE in DHA Phase 7 Extension, DHA Defence · 4 bed · 5 bath · 100 Sq. Yd.",https://www.zameen.com/Property/dha_defence_dha_phase_7_extension_architectural_masterpiece_4-bedroom_luxury_house_for_sale-54527643-1674-1.html,,
KAR-0151,Karachi,Gulshan-e-Iqbal - Block 16,Flat,Sale,3,3,1800,1800.0,29000000,2.90 crore,Private / Unknown,False,"Flat Available For Sale In Gulshan E Iqbal in Gulshan-e-Iqbal - Block 16, Gulshan-e-Iqbal · 3 bed · 3 bath · 200 Sq. Yd.",https://www.zameen.com/Property/gulshan_e_iqbal_gulshan-e-iqbal_-_block_16_flat_available_for_sale_in_gulshan_e_iqbal-54649180-6878-1.html,,
KAR-0152,Karachi,Pakistan Post Office Workers CHS,Commercial,Sale,5,3,1350,1350.0,10500000,1.05 crore,Private / Unknown,False,"Brand New Flat Portion in Pakistan Post Office Workers CHS, Scheme 33 - Sector 36-A · 5 bed · 3 bath · 150 Sq. Yd.",https://www.zameen.com/Property/scheme_33_sector_36_a_pakistan_post_office_workers_chs_brand_new_flat_portion-54127661-14113-1.html,brand_new,
KAR-0153,Karachi,Badar Commercial Area,Commercial,Sale,3,3,1296,1296.0,17500000,1.75 crore,DHA,False,"A Prime Location Flat Of 1300 Square Feet In Karachi in Badar Commercial Area, DHA Phase 5 · 3 bed · 3 bath · 144 Sq. Yd.",https://www.zameen.com/Property/dha_phase_5_badar_commercial_area_a_prime_location_flat_of_1300_square_feet_in_karachi-54747686-8484-1.html,,
KAR-0154,Karachi,North Nazimabad - Block H,House,Sale,9,6,1800,1800.0,63000000,6.30 crore,Private / Unknown,False,"Ground Plus 2 House Near Mahrose Beauty Parlour in North Nazimabad - Block H, North Nazimabad · 9 bed · 6 bath · 200 Sq. Yd.",https://www.zameen.com/Property/north_nazimabad_north_nazimabad_-_block_h_ground_plus_2_house_near_mahrose_beauty_parlour-54023548-7216-1.html,,
KAR-0155,Karachi,HMR Waterfront,Flat,Sale,1,1,900,900.0,35800000,3.58 crore,DHA,False,"Luxury 1-Bed Apartment for Sale at Gold Crest Bay Sands, HMR Waterfront in HMR Waterfront, DHA Phase 8 · 1 bed · 1 bath · 100 Sq. Yd.",https://www.zameen.com/Property/dha_phase_8_hmr_waterfront_luxury_1-bed_apartment_for_sale_at_gold_crest_bay_sands_hmr_waterfront-53492776-19639-1.html,,
KAR-0156,Karachi,DHA Phase 6,House,Sale,3,3,3240,3240.0,100000000,10.00 crore,DHA,False,"360 Square Yards Brand New 3+1 Bungalow For Sale In DHA Phase 6 in DHA Phase 6, DHA Defence · 3 bed · 3 bath · 360 Sq. Yd.",https://www.zameen.com/Property/dha_defence_dha_phase_6_360_square_yards_brand_new_3_1_bungalow_for_sale_in_dha_phase_6-54738966-1483-1.html,brand_new,
KAR-0157,Karachi,Federal B Area - Block 17,House,Sale,6,4,1080,1080.0,41500000,4.15 crore,Private / Unknown,False,"120 Sq. Yards House for Sale in Federal B Area Block 17 | Gulberg Town | Water pump Demolish Condition in Federal B Area - Block 17, Federal B Area · 6 bed · 4 bath · 120 Sq. Yd.",https://www.zameen.com/Property/federal_b_area_federal_b_area_-_block_17_120_sq_yards_house_for_sale_in_federal_b_area_block_17_gulberg_town_water_pump_demolish_condition-54784036-6701-1.html,,
KAR-0158,Karachi,Rim Jhim Towers,Flat,Sale,4,5,3204,3204.0,31500000,3.15 crore,Private / Unknown,False,"04 Bed DD Leased Apartment Available For Sale In Rim Jhim Tower in Rim Jhim Towers, KESC Housing Society · 4 bed · 5 bath · 356 Sq. Yd.",https://www.zameen.com/Property/kesc_housing_society_rim_jhim_towers_04_bed_dd_leased_apartment_available_for_sale_in_rim_jhim_tower-53327000-22335-1.html,,
KAR-0159,Karachi,Gulistan-e-Jauhar,Flat,Sale,3,3,1449,1449.0,18000000,1.80 crore,Private / Unknown,False,"Brand New Flat Available For Sale 3 Bed Dd Full FLoor Flat Available Gulistan-E-Johar Block 14 in Gulistan-e-Jauhar, Karachi · 3 bed · 3 bath · 161 Sq. Yd.",https://www.zameen.com/Property/karachi_gulistan-e-jauhar_brand_new_flat_available_for_sale_3_bed_dd_full_floor_flat_available_gulistan-e-johar_block_14-54570548-232-1.html,brand_new,
KAR-0160,Karachi,Gulshan-e-Iqbal,Flat,Sale,3,3,1404,1404.0,17000000,1.70 crore,Private / Unknown,False,"3 Bed DD Flat For Sale In Zainab Plaza Gulshan E Iqbal Block 17 in Gulshan-e-Iqbal, Gulshan-e-Iqbal Town · 3 bed · 3 bath · 156 Sq. Yd.",https://www.zameen.com/Property/gulshan_e_iqbal_town_gulshan-e-iqbal_3_bed_dd_flat_for_sale_in_zainab_plaza_gulshan_e_iqbal_block_17-54682564-233-1.html,,
KAR-0161,Karachi,Gwalior Cooperative Housing Society,Flat,Sale,3,3,846,846.0,8500000,85.00 lac,Private / Unknown,False,"3 Bed Lounge With Roof 4th Floor Apartment in Gwalior Cooperative Housing Society, Scheme 33 · 3 bed · 3 bath · 94 Sq. Yd.",https://www.zameen.com/Property/scheme_33_gwalior_cooperative_housing_society_3_bed_lounge_with_roof_4th_floor_apartment-54651907-9074-1.html,,
KAR-0162,Karachi,Badar Commercial Area,Commercial,Sale,3,3,1197,1197.0,17500000,1.75 crore,DHA,False,"Buy Prime Location 1200 Square Feet Flat At Highly Affordable Price in Badar Commercial Area, DHA Phase 5 · 3 bed · 3 bath · 133 Sq. Yd.",https://www.zameen.com/Property/dha_phase_5_badar_commercial_area_buy_prime_location_1200_square_feet_flat_at_highly_affordable_price-54703055-8484-1.html,,
KAR-0163,Karachi,KDA Scheme 1,House,Sale,6,7,2700,2700.0,170000000,17.00 crore,Private / Unknown,False,"House In KDA Scheme 1 For Sale in KDA Scheme 1, Karachi · 6 bed · 7 bath · 300 Sq. Yd.",https://www.zameen.com/Property/karachi_kda_scheme_1_house_in_kda_scheme_1_for_sale-54610065-8292-1.html,,
KAR-0164,Karachi,KDA Scheme 1,House,Sale,6,7,2700,2700.0,160000000,16.00 crore,Private / Unknown,False,"House For Sale In KDA Scheme 1 in KDA Scheme 1, Karachi · 6 bed · 7 bath · 300 Sq. Yd.",https://www.zameen.com/Property/karachi_kda_scheme_1_house_for_sale_in_kda_scheme_1-54610061-8292-1.html,,
KAR-0165,Karachi,Shaheed Millat Road,House,Sale,6,6,2250,2250.0,130000000,13.00 crore,Private / Unknown,False,"Prime Location House Of 250 Square Yards Available For Sale On Shaheed Millat Road in Shaheed Millat Road, Karachi · 6 bed · 6 bath · 250 Sq. Yd.",https://www.zameen.com/Property/karachi_shaheed_millat_road_prime_location_house_of_250_square_yards_available_for_sale_on_shaheed_millat_road-54610073-413-1.html,,
KAR-0166,Karachi,KDA Scheme 1,House,Sale,6,7,4500,4500.0,200000000,20.00 crore,Private / Unknown,False,"House For Sale In KDA Scheme 1 in KDA Scheme 1, Karachi · 6 bed · 7 bath · 500 Sq. Yd.",https://www.zameen.com/Property/karachi_kda_scheme_1_house_for_sale_in_kda_scheme_1-54610078-8292-1.html,,
KAR-0167,Karachi,Gulistan-e-Jauhar,Flat,Sale,3,3,1548,1548.0,16000000,1.60 crore,Private / Unknown,False,"well maintained Apartment Available For sale in Ibrahim blessings gulshan e Iqbal in Gulistan-e-Jauhar, Karachi · 3 bed · 3 bath · 172 Sq. Yd.",https://www.zameen.com/Property/karachi_gulistan-e-jauhar_well_maintained_apartment_available_for_sale_in_ibrahim_blessings_gulshan_e_iqbal-54784147-232-1.html,,
KAR-0168,Karachi,Gulshan-e-Maymar - Sector Q,House,Sale,4,6,1080,1080.0,22000000,2.20 crore,Private / Unknown,False,"Spacious Prime Location House Is Available In Gulshan-e-Maymar - Sector Q For sale in Gulshan-e-Maymar - Sector Q, Gulshan-e-Maymar · 4 bed · 6 bath · 120 Sq. Yd.",https://www.zameen.com/Property/gulshan_e_maymar_gulshan-e-maymar_-_sector_q_spacious_prime_location_house_is_available_in_gulshan-e-maymar_-_sector_q_for_sale-52465017-6753-1.html,,
KAR-0169,Karachi,Gulshan-e-Maymar - Sector Q,House,Sale,3,3,720,720.0,11500000,1.15 crore,Private / Unknown,False,"LUXURIOUS HOUSE FOR SALE in Gulshan-e-Maymar - Sector Q, Gulshan-e-Maymar · 3 bed · 3 bath · 80 Sq. Yd.",https://www.zameen.com/Property/gulshan_e_maymar_gulshan-e-maymar_-_sector_q_luxurious_house_for_sale-52452070-6753-1.html,,
KAR-0170,Karachi,Gulshan-e-Maymar - Sector X,House,Sale,4,5,3600,3600.0,40000000,4.00 crore,Private / Unknown,False,"400 Sq House Sector X3 in Gulshan-e-Maymar - Sector X, Gulshan-e-Maymar · 4 bed · 5 bath · 400 Sq. Yd.",https://www.zameen.com/Property/gulshan_e_maymar_gulshan-e-maymar_-_sector_x_400_sq_house_sector_x3-54682124-6760-1.html,,
KAR-0171,Karachi,Naya Nazimabad - Block A,House,Sale,6,7,4320,4320.0,185000000,18.50 crore,Private / Unknown,False,"480 Sqyd Luxury Park-Facing House For Sale In Block A, Naya Nazimabad | Elevator | Furnished in Naya Nazimabad - Block A, Naya Nazimabad · 6 bed · 7 bath · 480 Sq. Yd.",https://www.zameen.com/Property/naya_nazimabad_naya_nazimabad_-_block_a_480_sqyd_luxury_park-facing_house_for_sale_in_block_a_naya_nazimabad_elevator_furnished-54779725-14291-1.html,furnished|park|lift,
KAR-0172,Karachi,Bahria Town - Ali Block,House,Sale,3,4,1125,1125.0,14900000,1.49 crore,Bahria Town,False,"125 Sqyard Westopen Villa Available For Sale in Bahria Town - Ali Block, Bahria Town - Precinct 12 · 3 bed · 4 bath · 125 Sq. Yd.",https://www.zameen.com/Property/bahria_town_precinct_12_bahria_town_-_ali_block_125_sqyard_westopen_villa_available_for_sale-54710282-10023-1.html,,
KAR-0173,Karachi,Pakistan Merchant Navy Society,House,Sale,,,5400,5400.0,150000000,15.00 crore,Private / Unknown,False,"House Is Available For sale In Pakistan Merchant Navy Society in Pakistan Merchant Navy Society, Scheme 33 - Sector 15-A · 600 Sq. Yd.",https://www.zameen.com/Property/scheme_33_sector_15_a_pakistan_merchant_navy_society_house_is_available_for_sale_in_pakistan_merchant_navy_society-54780705-9079-1.html,,bedrooms_missing|bathrooms_missing
KAR-0174,Karachi,DHA Phase 1,Flat,Sale,3,4,2502,2502.0,65000000,6.50 crore,DHA,False,"3-Bedroom Apartment for Sale in boundary wall project Karachi min location in DHA Phase 1, DHA Defence · 3 bed · 4 bath · 278 Sq. Yd.",https://www.zameen.com/Property/dha_defence_dha_phase_1_3-bedroom_apartment_for_sale_in_boundary_wall_project_karachi_min_location-53595450-1478-1.html,,
KAR-0175,Karachi,Askari 5 - Sector J,Flat,Sale,3,3,2781,2781.0,47000000,4.70 crore,Private / Unknown,False,"FRONT OPEN PRIME LOCATION FLAT AVAILABLE FOR SALE SEC J ASK V MALIR CANTT KARACHI in Askari 5 - Sector J, Askari 5 · 3 bed · 3 bath · 309 Sq. Yd.",https://www.zameen.com/Property/askari_5_askari_5_-_sector_j_front_open_prime_location_flat_available_for_sale_sec_j_ask_v_malir_cantt_karachi-51163939-17289-1.html,,
KAR-0176,Karachi,Emaar The Views,Flat,Sale,1,1,1449,1449.0,80200000,8.02 crore,DHA,False,"Exclusive 1 Bed | Sea View | Emaar The Views | 22nd Floor | Type 1B. 1 in Emaar The Views, DHA Phase 8 · 1 bed · 1 bath · 161 Sq. Yd.",https://www.zameen.com/Property/dha_phase_8_emaar_the_views_exclusive_1_bed_sea_view_emaar_the_views_22nd_floor_type_1b_1-54783875-17808-1.html,sea_facing,
KAR-0177,Karachi,Emaar The Views,Flat,Sale,2,2,1854,1854.0,92600000,9.26 crore,DHA,False,"Exclusive 2-Bed | Partial Sea View | Emaar The Views | 34th Floor | Type 2B. 2 in Emaar The Views, DHA Phase 8 · 2 bed · 2 bath · 206 Sq. Yd.",https://www.zameen.com/Property/dha_phase_8_emaar_the_views_exclusive_2-bed_partial_sea_view_emaar_the_views_34th_floor_type_2b_2-54627600-17808-1.html,sea_facing,
KAR-0178,Karachi,Emaar Panorama,Flat,Sale,1,1,1377,1377.0,60900000,6.09 crore,DHA,False,"Exclusive 1 Bed | Boulevard View | Emaar Panorama | 25th Floor | Type 1B. 1 in Emaar Panorama, DHA Phase 8 · 1 bed · 1 bath · 153 Sq. Yd.",https://www.zameen.com/Property/dha_phase_8_emaar_panorama_exclusive_1_bed_boulevard_view_emaar_panorama_25th_floor_type_1b_1-54628106-17182-1.html,,
KAR-0179,Karachi,Emaar Park Edge,Flat,Sale,2,2,1737,1737.0,85000000,8.50 crore,DHA,False,"Exclusive Unit | 2 Bedroom | Park View | Park Edge | 2B. 3 in Emaar Park Edge, DHA Phase 8 · 2 bed · 2 bath · 193 Sq. Yd.",https://www.zameen.com/Property/dha_phase_8_emaar_park_edge_exclusive_unit_2_bedroom_park_view_park_edge_2b_3-54676182-21858-1.html,park,
KAR-0180,Karachi,Bahria Town - Precinct 4,House,Sale,6,6,4500,4500.0,42000000,4.20 crore,Bahria Town,True,"500 Square Yards Villa For Booking On Installments In Bahria Town - Precinct 4 in Bahria Town - Precinct 4, Bahria Town Karachi · 6 bed · 6 bath · 500 Sq. Yd.",https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_4_500_square_yards_villa_for_booking_on_installments_in_bahria_town_-_precinct_4-52930452-10013-1.html,,
KAR-0181,Karachi,Bahria Sports City,House,Sale,4,4,3150,3150.0,18500000,1.85 crore,Bahria Town,False,"350 Square Yard Gray Structure Villa At LOWEST RATE Of MARKET in Bahria Sports City, Bahria Town Karachi · 4 bed · 4 bath · 350 Sq. Yd.",https://www.zameen.com/Property/bahria_town_karachi_bahria_sports_city_350_square_yard_gray_structure_villa_at_lowest_rate_of_market-53324613-10061-1.html,,
KAR-0182,Karachi,Bahria Town - Precinct 11-B,House,Sale,3,3,1368,1368.0,15800000,1.58 crore,Bahria Town,False,"3 Bed DDL 152 Sq Yd Villa FOR SALE At Precinct-11B (All Amenities Nearby) Heighted Location Investor Rates in Bahria Town - Precinct 11-B, Bahria Town - Precinct 11 · 3 bed · 3 bath · 152 Sq. Yd.",https://www.zameen.com/Property/bahria_town_precinct_11_bahria_town_-_precinct_11-b_3_bed_ddl_152_sq_yd_villa_for_sale_at_precinct-11b_all_amenities_nearby_heighted_location_investor_rates-53351884-10021-1.html,,
KAR-0183,Karachi,DHA Phase 7 Extension,House,Sale,3,3,900,900.0,60000000,6.00 crore,DHA,False,"Bungalow Is Available For Sale in DHA Phase 7 Extension, DHA Defence · 3 bed · 3 bath · 100 Sq. Yd.",https://www.zameen.com/Property/dha_defence_dha_phase_7_extension_bungalow_is_available_for_sale-54497645-1674-1.html,,
KAR-0184,Karachi,DHA Phase 7 Extension,House,Sale,6,6,4500,4500.0,145000000,14.50 crore,DHA,False,"Spacious Prime Location House Is Available For Sale In Ideal Location Of DHA Phase 7 Extension in DHA Phase 7 Extension, DHA Defence · 6 bed · 6 bath · 500 Sq. Yd.",https://www.zameen.com/Property/dha_defence_dha_phase_7_extension_spacious_prime_location_house_is_available_for_sale_in_ideal_location_of_dha_phase_7_extension-52765000-1674-1.html,,
KAR-0185,Karachi,Central Information Cooperative Housing Society,House,Sale,8,6,2160,2160.0,59500000,5.95 crore,Private / Unknown,False,"Leased House, 240 Sq-yd For Sale, 8-BED DD, Ground+2, Vip LOCATION Central Information in Central Information Cooperative Housing Society, Scheme 33 · 8 bed · 6 bath · 240 Sq. Yd.",https://www.zameen.com/Property/scheme_33_central_information_cooperative_housing_society_leased_house_240_sq-yd_for_sale_8-bed_dd_ground_2_vip_location_central_information-54315925-9039-1.html,,
KAR-0186,Karachi,Capital Cooperative Housing Society,House,Sale,6,6,2160,2160.0,65000000,6.50 crore,Private / Unknown,False,"Leased House 240 Sq-yd For Sale, 6-BED DD, Ground+1, Brand New, Vip LOCATION Capital Society in Capital Cooperative Housing Society, Scheme 33 - Sector 35-A · 6 bed · 6 bath · 240 Sq. Yd.",https://www.zameen.com/Property/scheme_33_sector_35_a_capital_cooperative_housing_society_leased_house_240_sq-yd_for_sale_6-bed_dd_ground_1_brand_new_vip_location_capital_society-54329703-8908-1.html,brand_new,
KAR-0187,Karachi,Gulistan-e-Jauhar - Block 18,Other,Sale,3,3,1098,1098.0,15500000,1.55 crore,Private / Unknown,False,"RUFI PARADISE 2 BED DD WITH ROOF FOR SALE IN GULISTAN E JAUHAR BLOCK 18 in Gulistan-e-Jauhar - Block 18, Gulistan-e-Jauhar · 3 bed · 3 bath · 122 Sq. Yd.",https://www.zameen.com/Property/gulistan_e_jauhar_gulistan-e-jauhar_-_block_18_rufi_paradise_2_bed_dd_with_roof_for_sale_in_gulistan_e_jauhar_block_18-54629202-6842-1.html,,
KAR-0188,Karachi,Gulistan-e-Jauhar,Other,Sale,6,,1800,1800.0,42500000,4.25 crore,Private / Unknown,False,"200 Yards Banglow For Sale In Gulistan-E-Jauhar Block 19 in Gulistan-e-Jauhar, Karachi · 6 bed · 200 Sq. Yd.",https://www.zameen.com/Property/karachi_gulistan-e-jauhar_200_yards_banglow_for_sale_in_gulistan-e-jauhar_block_19-54545357-232-1.html,,bathrooms_missing
KAR-0189,Karachi,Askari 5 - Sector J,Flat,Sale,3,4,2403,2403.0,41000000,4.10 crore,Private / Unknown,False,"Brand New 3 Bedroom Apartment For Sale In Malir Cantt Askari 5, 5th Floor Sector J in Askari 5 - Sector J, Askari 5 · 3 bed · 4 bath · 267 Sq. Yd.",https://www.zameen.com/Property/askari_5_askari_5_-_sector_j_brand_new_3_bedroom_apartment_for_sale_in_malir_cantt_askari_5_5th_floor_sector_j-47397544-17289-1.html,brand_new,
KAR-0190,Karachi,Gulshan-e-Maymar - Sector T,House,Sale,6,7,2340,2340.0,41500000,4.15 crore,Private / Unknown,False,"West-open corner House for sale in sector T in Gulshan-e-Maymar - Sector T, Gulshan-e-Maymar · 6 bed · 7 bath · 260 Sq. Yd.",https://www.zameen.com/Property/gulshan_e_maymar_gulshan-e-maymar_-_sector_t_west-open_corner_house_for_sale_in_sector_t-54784111-6756-1.html,corner,
KAR-0191,Karachi,Gulistan-e-Jauhar,Flat,Sale,3,3,1503,1503.0,17000000,1.70 crore,Private / Unknown,False,"3 Bed Dd Apartment Available For Sale In Sakina Pride Main University Road in Gulistan-e-Jauhar, Karachi · 3 bed · 3 bath · 167 Sq. Yd.",https://www.zameen.com/Property/karachi_gulistan-e-jauhar_3_bed_dd_apartment_available_for_sale_in_sakina_pride_main_university_road-54665128-232-1.html,,
KAR-0192,Karachi,Gulshan-e-Iqbal - Block 4,Flat,Sale,3,3,1404,1404.0,25000000,2.50 crore,Private / Unknown,False,"Leased 3 Bed DD Corner West Open Flat For Sale In Gulshan Block 4 in Gulshan-e-Iqbal - Block 4, Gulshan-e-Iqbal · 3 bed · 3 bath · 156 Sq. Yd.",https://www.zameen.com/Property/gulshan_e_iqbal_gulshan-e-iqbal_-_block_4_leased_3_bed_dd_corner_west_open_flat_for_sale_in_gulshan_block_4-54297688-6864-1.html,corner,
KAR-0193,Karachi,DHA Phase 7 Extension,House,Sale,3,3,900,900.0,55000000,5.50 crore,DHA,False,"100 SQ. YD BUNGALOWS FOR SALE DHA PHASE 7 EXTENSION KARACHI in DHA Phase 7 Extension, DHA Defence · 3 bed · 3 bath · 100 Sq. Yd.",https://www.zameen.com/Property/dha_defence_dha_phase_7_extension_100_sq_yd_bungalows_for_sale_dha_phase_7_extension_karachi-54453737-1674-1.html,,
KAR-0194,Karachi,Cantt Bazar,Flat,Sale,3,3,1953,1953.0,28500000,2.85 crore,Private / Unknown,False,"3 Bed Apartment Available For Sale In Cantt Bazar Area in Cantt Bazar, Malir Cantonment · 3 bed · 3 bath · 217 Sq. Yd.",https://www.zameen.com/Property/malir_cantonment_cantt_bazar_3_bed_apartment_available_for_sale_in_cantt_bazar_area-50861935-9588-1.html,,
KAR-0195,Karachi,Askari 5 - Sector E,Flat,Sale,3,3,2502,2502.0,44000000,4.40 crore,Private / Unknown,False,"MID FLOOR G+9 LEASED 3 BED APARTMENT AVAILABLE FOR SALE ASK V MALIR CANTT KARACHI in Askari 5 - Sector E, Askari 5 · 3 bed · 3 bath · 278 Sq. Yd.",https://www.zameen.com/Property/askari_5_askari_5_-_sector_e_mid_floor_g_9_leased_3_bed_apartment_available_for_sale_ask_v_malir_cantt_karachi-51146339-19016-1.html,,
KAR-0196,Karachi,Bahria Paradise - Precinct 51,House,Sale,5,5,4500,4500.0,50000000,5.00 crore,Private / Unknown,False,"Buy your ideal Prime Location 500 Square Yards House in a prime location of Karachi in Bahria Paradise - Precinct 51, Bahria Paradise · 5 bed · 5 bath · 500 Sq. Yd.",https://www.zameen.com/Property/bahria_paradise_bahria_paradise_-_precinct_51_buy_your_ideal_prime_location_500_square_yards_house_in_a_prime_location_of_karachi-54782741-12070-1.html,,
KAR-0197,Karachi,Emaar Crescent Bay,Flat,Sale,2,3,1809,1809.0,85000000,8.50 crore,DHA,False,"Brand New 2-Bed Apartment for Sale in The Views Tower Chance Deal in Emaar Crescent Bay, DHA Phase 8 · 2 bed · 3 bath · 201 Sq. Yd.",https://www.zameen.com/Property/dha_phase_8_emaar_crescent_bay_brand_new_2-bed_apartment_for_sale_in_the_views_tower_chance_deal-54781808-8503-1.html,brand_new,
KAR-0198,Karachi,Bahria Town - Precinct 1,House,Sale,5,5,2448,2448.0,38500000,3.85 crore,Bahria Town,False,"Bahria Town Karachi 5-Bed Luxury Designer Villa for Sale in Precinct-1 Overseas Block Near Main Entrance of Bahria Town Karachi! in Bahria Town - Precinct 1, Bahria Town Karachi · 5 bed · 5 bath · 272 Sq. Yd.",https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_1_bahria_town_karachi_5-bed_luxury_designer_villa_for_sale_in_precinct-1_overseas_block_near_main_entrance_of_bahria_town_karachi-54686995-10007-1.html,,
KAR-0199,Karachi,DHA Phase 6,House,Sale,6,6,9000,9000.0,360000000,36.00 crore,DHA,False,"Become Owner Of Your House Today Which Is Centrally Located In DHA Phase 6 In Karachi in DHA Phase 6, DHA Defence · 6 bed · 6 bath · 1000 Sq. Yd.",https://www.zameen.com/Property/dha_defence_dha_phase_6_become_owner_of_your_house_today_which_is_centrally_located_in_dha_phase_6_in_karachi-54280625-1483-1.html,,
KAR-0200,Karachi,Bahria Town - Precinct 1,House,Sale,4,4,2448,2448.0,27000000,2.70 crore,Bahria Town,True,"Spacious House Is Available In Bahria Town - Precinct 1 For Booking On Installments in Bahria Town - Precinct 1, Bahria Town Karachi · 4 bed · 4 bath · 272 Sq. Yd.",https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_1_spacious_house_is_available_in_bahria_town_-_precinct_1_for_booking_on_installments-52981592-10007-1.html,,
KAR-0201,Karachi,Bahria Town - Precinct 17,House,Sale,7,7,9000,9000.0,66000000,6.60 crore,Bahria Town,True,"Precinct 17 Ultra Luxury 1000 Sq Yards Villa For Booking On Instalments in Bahria Town - Precinct 17, Bahria Town Karachi · 7 bed · 7 bath · 1000 Sq. Yd.",https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_17_precinct_17_ultra_luxury_1000_sq_yards_villa_for_booking_on_instalments-53215640-10028-1.html,,
KAR-0202,Karachi,Askari 5 - Sector J,House,Sale,5,6,3375,3375.0,97500000,9.75 crore,Private / Unknown,False,"SU HOUSE SECTOR J FOR SALE in Askari 5 - Sector J, Askari 5 · 5 bed · 6 bath · 375 Sq. Yd.",https://www.zameen.com/Property/askari_5_askari_5_-_sector_j_su_house_sector_j_for_sale-54670060-17289-1.html,,
KAR-0203,Karachi,Askari 5 - Sector J,Flat,Sale,3,4,2403,2403.0,44500000,4.45 crore,Private / Unknown,False,"NEW APARTMENT FOR SALE SEC J ASKARI 5 in Askari 5 - Sector J, Askari 5 · 3 bed · 4 bath · 267 Sq. Yd.",https://www.zameen.com/Property/askari_5_askari_5_-_sector_j_new_apartment_for_sale_sec_j_askari_5-54741562-17289-1.html,,
KAR-0204,Karachi,PECHS,House,Sale,5,5,2340,2340.0,155000000,15.50 crore,Private / Unknown,False,"INDEPENDENT TOWN HOUSE BRAND NEW PECHS BLOCK 6 For Sale Seprate Entrance in PECHS, Jamshed Town · 5 bed · 5 bath · 260 Sq. Yd.",https://www.zameen.com/Property/jamshed_town_pechs_independent_town_house_brand_new_pechs_block_6_for_sale_seprate_entrance-54616904-403-1.html,brand_new,
KAR-0205,Karachi,DHA Phase 7 Extension,House,Sale,2,2,900,900.0,65000000,6.50 crore,DHA,False,"EXCLUSIVE LUXURY BUNGALOW FOR SALE DHA PHASE 7 EXTENSION in DHA Phase 7 Extension, DHA Defence · 2 bed · 2 bath · 100 Sq. Yd.",https://www.zameen.com/Property/dha_defence_dha_phase_7_extension_exclusive_luxury_bungalow_for_sale_dha_phase_7_extension-54783934-1674-1.html,,
KAR-0206,Karachi,Shahzada Sweet Towers,Flat,Sale,3,4,1404,1404.0,27500000,2.75 crore,Private / Unknown,False,"Furnished 3 Bed DD Apartment Available For Sale In Shahzada Sweet Tower in Shahzada Sweet Towers, Lyari Expressway · 3 bed · 4 bath · 156 Sq. Yd.",https://www.zameen.com/Property/lyari_expressway_shahzada_sweet_towers_furnished_3_bed_dd_apartment_available_for_sale_in_shahzada_sweet_tower-54563501-13169-1.html,furnished,
KAR-0207,Karachi,DHA Phase 7,Other,Sale,5,7,4500,4500.0,150000000,15.00 crore,DHA,False,"Banglow For Sale in DHA Phase 7, DHA Defence · 5 bed · 7 bath · 500 Sq. Yd.",https://www.zameen.com/Property/dha_defence_dha_phase_7_banglow_for_sale-54663326-1484-1.html,,
KAR-0208,Karachi,DHA Phase 7,Other,Sale,3,3,900,900.0,55000000,5.50 crore,DHA,False,"100 Yards Banglow For Sale in DHA Phase 7, DHA Defence · 3 bed · 3 bath · 100 Sq. Yd.",https://www.zameen.com/Property/dha_defence_dha_phase_7_100_yards_banglow_for_sale-50829842-1484-1.html,,
KAR-0209,Karachi,Civil Lines,Flat,Sale,3,3,1647,1647.0,57500000,5.75 crore,Private / Unknown,False,"Aesthetic Flat Of 1650 Square Feet For sale Is Available in Civil Lines, Karachi · 3 bed · 3 bath · 183 Sq. Yd.",https://www.zameen.com/Property/karachi_civil_lines_aesthetic_flat_of_1650_square_feet_for_sale_is_available-54688564-493-1.html,,
